	GCA_002899375.1_ASM289937v1_protein	GCA_002899415.1_ASM289941v1_protein	GCF_000264275.1_ASM26427v1_protein	GCF_000292365.1_ASM29236v1_protein	GCF_000336425.1_ASM33642v1_protein	GCF_000342205.1_SerMar_1.0_protein	GCF_000418815.1_S_marcescensMC620-1.0_protein	GCF_000418835.1_S_marcescensMC6001-1.0_protein	GCF_000418855.2_S_marcescensMC6000-1.0_protein	GCF_000418875.1_S_marcescensMC460-1.0_protein	GCF_000418895.1_S_marcescensMC459-1.0_protein	GCF_000418915.1_S_marcescensMC458-1.0_protein	GCF_000418935.1_S_marcescensAB42556419-isolate1-1.0_protein	GCF_000442375.1_S.marcescens_LCT-SM262_protein	GCF_000442455.1_S.marcescens_LCT-SM166_protein	GCF_000465615.2_GS_De_Novo_Assembly_protein	GCF_000513215.1_DB11_protein	GCF_000521905.1_Serr_marc_BIDMC_50_V1_protein	GCF_000521925.1_Serr_marc_BIDMC_44_V1_protein	GCF_000633335.1_de_novo_protein	GCF_000633555.1_de_novo_protein	GCF_000633695.1_Serr_marc_BIDMC_81_V1_protein	GCF_000633715.1_Serr_marc_BIDMC_80_V1_protein	GCF_000695485.1_smgenome_protein	GCF_000734475.1_ASM73447v1_protein	GCF_000735445.1_GSMA_DRAFTv1_protein	GCF_000738535.1_ASM73853v1_protein	GCF_000739215.1_ASM73921v1_protein	GCF_000743395.1_SAS_1_protein	GCF_000751195.1_Serratia_assembly_protein	GCF_000783615.1_ASM78361v2_protein	GCF_000783915.2_ASM78391v2_protein	GCF_000783975.2_ASM78397v2_protein	GCF_000805875.1_SmRM66262_v1.0_protein	GCF_000828775.1_ASM82877v1_protein	GCF_001007555.1_2015-04-28_protein	GCF_001022215.1_ASM102221v1_protein	GCF_001030265.1_Serr_marc_BWH57_V1_protein	GCF_001034395.1_Serr_marc_UCI87_V1_protein	GCF_001034405.1_Serr_marc_UCI88_V1_protein	GCF_001051865.1_ASM105186v1_protein	GCF_001060335.1_ASM106033v1_protein	GCF_001060585.1_ASM106058v1_protein	GCF_001060625.1_ASM106062v1_protein	GCF_001060655.1_ASM106065v1_protein	GCF_001061145.1_ASM106114v1_protein	GCF_001061195.1_ASM106119v1_protein	GCF_001061225.1_ASM106122v1_protein	GCF_001062235.1_ASM106223v1_protein	GCF_001062285.1_ASM106228v1_protein	GCF_001063125.1_ASM106312v1_protein	GCF_001063145.1_ASM106314v1_protein	GCF_001063175.1_ASM106317v1_protein	GCF_001063325.1_ASM106332v1_protein	GCF_001063375.1_ASM106337v1_protein	GCF_001064335.1_ASM106433v1_protein	GCF_001064345.1_ASM106434v1_protein	GCF_001064455.1_ASM106445v1_protein	GCF_001064715.1_ASM106471v1_protein	GCF_001064725.1_ASM106472v1_protein	GCF_001064835.1_ASM106483v1_protein	GCF_001064855.1_ASM106485v1_protein	GCF_001064975.1_ASM106497v1_protein	GCF_001065325.1_ASM106532v1_protein	GCF_001065405.1_ASM106540v1_protein	GCF_001065845.1_ASM106584v1_protein	GCF_001065935.1_ASM106593v1_protein	GCF_001066015.1_ASM106601v1_protein	GCF_001066945.1_ASM106694v1_protein	GCF_001067015.1_ASM106701v1_protein	GCF_001067375.1_ASM106737v1_protein	GCF_001068085.1_ASM106808v1_protein	GCF_001076625.1_ASM107662v1_protein	GCF_001280365.1_ASM128036v1_protein	GCF_001294565.1_ASM129456v1_protein	GCF_001317205.2_56_S29v.02_protein	GCF_001317425.2_59_S30v.02_protein	GCF_001417865.2_ASM141786v2_protein	GCF_001643155.1_ASM164315v1_protein	GCF_001853455.1_ASM185345v1_protein	GCF_001853495.1_ASM185349v1_protein	GCF_001889685.1_ASM188968v1_protein	GCF_001902635.1_ASM190263v1_protein	GCF_001908015.1_ASM190801v1_protein	GCF_001908035.1_ASM190803v1_protein	GCF_001909165.1_ASM190916v1_protein	GCF_001932655.1_ASM193265v1_protein	GCF_001940505.1_ASM194050v1_protein	GCF_001975745.1_ASM197574v1_protein	GCF_002007925.1_ASM200792v2_protein	GCF_002029205.1_ASM202920v1_protein	GCF_002029225.1_ASM202922v1_protein	GCF_002094145.1_ASM209414v1_protein	GCF_002104095.1_ASM210409v1_protein	GCF_002104105.1_ASM210410v1_protein	GCF_002104115.1_ASM210411v1_protein	GCF_002108655.1_ASM210865v1_protein	GCF_002118055.1_ASM211805v1_protein	GCF_002152845.1_ASM215284v1_protein	GCF_002153355.1_ASM215335v1_protein	GCF_002205475.1_ASM220547v1_protein	GCF_002220515.1_ASM222051v1_protein	GCF_002220535.1_ASM222053v1_protein	GCF_002220555.1_ASM222055v1_protein	GCF_002220575.1_ASM222057v1_protein	GCF_002220595.1_ASM222059v1_protein	GCF_002220615.1_ASM222061v1_protein	GCF_002220635.1_ASM222063v1_protein	GCF_002220655.1_ASM222065v1_protein	GCF_002220675.1_ASM222067v1_protein	GCF_002220695.1_ASM222069v1_protein	GCF_002220715.1_ASM222071v1_protein	GCF_002250685.1_ASM225068v1_protein	GCF_002264105.1_ASM226410v1_protein	GCF_002264175.1_ASM226417v1_protein	GCF_002264285.1_ASM226428v1_protein	GCF_002265665.1_ASM226566v1_protein	GCF_002592035.1_ASM259203v1_protein	GCF_002738105.1_ASM273810v1_protein	GCF_002738145.1_ASM273814v1_protein	GCF_002738155.1_ASM273815v1_protein	GCF_002738185.1_ASM273818v1_protein	GCF_002762595.1_ASM276259v1_protein	GCF_002810285.1_ASM281028v1_protein	GCF_002886905.1_ASM288690v1_protein	GCF_002887105.1_ASM288710v1_protein	GCF_002899335.1_ASM289933v1_protein	GCF_002899355.1_ASM289935v1_protein	GCF_002899365.1_ASM289936v1_protein	GCF_002915435.1_ASM291543v1_protein	GCF_002915445.1_ASM291544v1_protein	GCF_002915475.1_ASM291547v1_protein	GCF_002920335.1_ASM292033v1_protein	GCF_002920345.1_ASM292034v1_protein	GCF_002920375.1_ASM292037v1_protein	GCF_002920385.1_ASM292038v1_protein	GCF_002920415.1_ASM292041v1_protein	GCF_002920435.1_ASM292043v1_protein	GCF_002920455.1_ASM292045v1_protein	GCF_002920475.1_ASM292047v1_protein	GCF_002920485.1_ASM292048v1_protein	GCF_002920515.1_ASM292051v1_protein	GCF_002947235.1_ASM294723v1_protein	GCF_900029885.1_Sm_SMB2099_protein	GCF_900108835.1_SM1978_protein
OG0010257																																																																																			GCF_001902635.1|WP_073534551.1																																																														
OG0010258																																																																																			GCF_001902635.1|WP_073534552.1																																																														
OG0010259																																																																																			GCF_001902635.1|WP_073534553.1																																																														
OG0010260																																																																																			GCF_001902635.1|WP_073534607.1																																																														
OG0010261																																																																																			GCF_001902635.1|WP_073534630.1																																																														
OG0010262																																																																																			GCF_001902635.1|WP_073534676.1																																																														
OG0010263																																																																																			GCF_001902635.1|WP_073534677.1																																																														
OG0010264																																																																																			GCF_001902635.1|WP_073534678.1																																																														
OG0010265																																																																																			GCF_001902635.1|WP_073534679.1																																																														
OG0010266																																																																																			GCF_001902635.1|WP_073534700.1																																																														
OG0010267																																																																																			GCF_001902635.1|WP_078061998.1																																																														
OG0010268																																																																																			GCF_001902635.1|WP_078062010.1																																																														
OG0010269																																																																																			GCF_001902635.1|WP_078062011.1																																																														
OG0010270																																																																																			GCF_001902635.1|WP_078062013.1																																																														
OG0010271																																																																																			GCF_001902635.1|WP_078062016.1																																																														
OG0010272																																																																																			GCF_001902635.1|WP_078062017.1																																																														
OG0010273																																																																																			GCF_001902635.1|WP_078062056.1																																																														
OG0010274																																																																																			GCF_001902635.1|WP_078062060.1																																																														
OG0010275																																																																																			GCF_001902635.1|WP_078062096.1																																																														
OG0010276																																																																																			GCF_001902635.1|WP_078062098.1																																																														
OG0010277																																																																																			GCF_001902635.1|WP_088776044.1																																																														
OG0010278																																																																																			GCF_001902635.1|WP_088776065.1																																																														
OG0010279																																																																																			GCF_001902635.1|WP_088776066.1																																																														
OG0010280																																																																																				GCF_001908015.1|WP_000339857.1																																																													
OG0010281																																																																																				GCF_001908015.1|WP_004201232.1																																																													
OG0010282																																																																																				GCF_001908015.1|WP_004201234.1																																																													
OG0010283																																																																																				GCF_001908015.1|WP_032419551.1																																																													
OG0010284																																																																																				GCF_001908015.1|WP_064179695.1																																																													
OG0010285																																																																																				GCF_001908015.1|WP_074026735.1																																																													
OG0010286																																																																																				GCF_001908015.1|WP_074027108.1																																																													
OG0010287																																																																																				GCF_001908015.1|WP_074027109.1																																																													
OG0010288																																																																																				GCF_001908015.1|WP_074027627.1																																																													
OG0010289																																																																																				GCF_001908015.1|WP_080494954.1																																																													
OG0010290																																																																																					GCF_001908035.1|WP_060418710.1																																																												
OG0010291																																																																																					GCF_001908035.1|WP_060445768.1																																																												
OG0010292																																																																																					GCF_001908035.1|WP_074025853.1																																																												
OG0010293																																																																																					GCF_001908035.1|WP_074025857.1																																																												
OG0010294																																																																																					GCF_001908035.1|WP_074025877.1																																																												
OG0010295																																																																																					GCF_001908035.1|WP_074026060.1																																																												
OG0010296																																																																																					GCF_001908035.1|WP_074026061.1																																																												
OG0010297																																																																																						GCF_001909165.1|WP_074053673.1																																																											
OG0010298																																																																																						GCF_001909165.1|WP_074053675.1																																																											
OG0010299																																																																																						GCF_001909165.1|WP_074053907.1																																																											
OG0010300																																																																																						GCF_001909165.1|WP_074053933.1																																																											
OG0010301																																																																																						GCF_001909165.1|WP_074054439.1																																																											
OG0010302																																																																																						GCF_001909165.1|WP_074055134.1																																																											
OG0010303																																																																																						GCF_001909165.1|WP_074055381.1																																																											
OG0010304																																																																																						GCF_001909165.1|WP_074055383.1																																																											
OG0010305																																																																																						GCF_001909165.1|WP_074055569.1																																																											
OG0010306																																																																																						GCF_001909165.1|WP_074055570.1																																																											
OG0010307																																																																																						GCF_001909165.1|WP_074055710.1																																																											
OG0010308																																																																																						GCF_001909165.1|WP_074055772.1																																																											
OG0010309																																																																																							GCF_001932655.1|WP_070914747.1																																																										
OG0010310																																																																																								GCF_001940505.1|WP_004636222.1																																																									
OG0010311																																																																																								GCF_001940505.1|WP_006478295.1																																																									
OG0010312																																																																																								GCF_001940505.1|WP_011353335.1																																																									
OG0010313																																																																																								GCF_001940505.1|WP_012218044.1																																																									
OG0010314																																																																																								GCF_001940505.1|WP_039372263.1																																																									
OG0010315																																																																																								GCF_001940505.1|WP_042487709.1																																																									
OG0010316																																																																																								GCF_001940505.1|WP_043061540.1																																																									
OG0010317																																																																																								GCF_001940505.1|WP_075685173.1																																																									
OG0010318																																																																																								GCF_001940505.1|WP_075685406.1																																																									
OG0010319																																																																																								GCF_001940505.1|WP_075685486.1																																																									
OG0010320																																																																																								GCF_001940505.1|WP_075685932.1																																																									
OG0010321																																																																																								GCF_001940505.1|WP_075685934.1																																																									
OG0010322																																																																																								GCF_001940505.1|WP_075685940.1																																																									
OG0010323																																																																																								GCF_001940505.1|WP_075685942.1																																																									
OG0010324																																																																																								GCF_001940505.1|WP_075685944.1																																																									
OG0010325																																																																																								GCF_001940505.1|WP_075685948.1																																																									
OG0010326																																																																																								GCF_001940505.1|WP_075685950.1																																																									
OG0010327																																																																																								GCF_001940505.1|WP_075686066.1																																																									
OG0010328																																																																																								GCF_001940505.1|WP_075686614.1																																																									
OG0010329																																																																																								GCF_001940505.1|WP_075686618.1																																																									
OG0010330																																																																																								GCF_001940505.1|WP_075686668.1																																																									
OG0010331																																																																																								GCF_001940505.1|WP_075686772.1																																																									
OG0010332																																																																																								GCF_001940505.1|WP_075686782.1																																																									
OG0010333																																																																																								GCF_001940505.1|WP_075686790.1																																																									
OG0010334																																																																																								GCF_001940505.1|WP_075686800.1																																																									
OG0010335																																																																																								GCF_001940505.1|WP_075686866.1																																																									
OG0010336																																																																																								GCF_001940505.1|WP_075686874.1																																																									
OG0010337																																																																																								GCF_001940505.1|WP_075686876.1																																																									
OG0010338																																																																																								GCF_001940505.1|WP_075686893.1																																																									
OG0010339																																																																																								GCF_001940505.1|WP_075686899.1																																																									
OG0010340																																																																																								GCF_001940505.1|WP_075686901.1																																																									
OG0010341																																																																																								GCF_001940505.1|WP_075686910.1																																																									
OG0010342																																																																																								GCF_001940505.1|WP_075686912.1																																																									
OG0010343																																																																																								GCF_001940505.1|WP_075686914.1																																																									
OG0010344																																																																																								GCF_001940505.1|WP_075686916.1																																																									
OG0010345																																																																																								GCF_001940505.1|WP_075686918.1																																																									
OG0010346																																																																																								GCF_001940505.1|WP_075686922.1																																																									
OG0010347																																																																																								GCF_001940505.1|WP_075686926.1																																																									
OG0010348																																																																																								GCF_001940505.1|WP_075686928.1																																																									
OG0010349																																																																																								GCF_001940505.1|WP_075686930.1																																																									
OG0010350																																																																																								GCF_001940505.1|WP_075686938.1																																																									
OG0010351																																																																																								GCF_001940505.1|WP_075686940.1																																																									
OG0010352																																																																																								GCF_001940505.1|WP_075686944.1																																																									
OG0010353																																																																																								GCF_001940505.1|WP_075686948.1																																																									
OG0010354																																																																																								GCF_001940505.1|WP_075686954.1																																																									
OG0010355																																																																																								GCF_001940505.1|WP_075686956.1																																																									
OG0010356																																																																																								GCF_001940505.1|WP_075686958.1																																																									
OG0010357																																																																																								GCF_001940505.1|WP_075686964.1																																																									
OG0010358																																																																																								GCF_001940505.1|WP_075686966.1																																																									
OG0010359																																																																																								GCF_001940505.1|WP_075686968.1																																																									
OG0010360																																																																																								GCF_001940505.1|WP_075686973.1																																																									
OG0010361																																																																																								GCF_001940505.1|WP_075686975.1																																																									
OG0010362																																																																																								GCF_001940505.1|WP_075686981.1																																																									
OG0010363																																																																																								GCF_001940505.1|WP_075686987.1																																																									
OG0010364																																																																																								GCF_001940505.1|WP_075686989.1																																																									
OG0010365																																																																																								GCF_001940505.1|WP_075686991.1																																																									
OG0010366																																																																																								GCF_001940505.1|WP_075686996.1																																																									
OG0010367																																																																																								GCF_001940505.1|WP_075687004.1																																																									
OG0010368																																																																																								GCF_001940505.1|WP_075687008.1																																																									
OG0010369																																																																																								GCF_001940505.1|WP_075687010.1																																																									
OG0010370																																																																																								GCF_001940505.1|WP_075687022.1																																																									
OG0010371																																																																																								GCF_001940505.1|WP_075687034.1																																																									
OG0010372																																																																																								GCF_001940505.1|WP_075687036.1																																																									
OG0010373																																																																																								GCF_001940505.1|WP_075687038.1																																																									
OG0010374																																																																																								GCF_001940505.1|WP_075687042.1																																																									
OG0010375																																																																																								GCF_001940505.1|WP_075687046.1																																																									
OG0010376																																																																																								GCF_001940505.1|WP_075687048.1																																																									
OG0010377																																																																																								GCF_001940505.1|WP_075687052.1																																																									
OG0010378																																																																																								GCF_001940505.1|WP_075687054.1																																																									
OG0010379																																																																																								GCF_001940505.1|WP_075687058.1																																																									
OG0010380																																																																																								GCF_001940505.1|WP_075687063.1																																																									
OG0010381																																																																																								GCF_001940505.1|WP_075687067.1																																																									
OG0010382																																																																																								GCF_001940505.1|WP_075687071.1																																																									
OG0010383																																																																																								GCF_001940505.1|WP_075687073.1																																																									
OG0010384																																																																																								GCF_001940505.1|WP_075687075.1																																																									
OG0010385																																																																																								GCF_001940505.1|WP_075687080.1																																																									
OG0010386																																																																																								GCF_001940505.1|WP_075687082.1																																																									
OG0010387																																																																																								GCF_001940505.1|WP_075687087.1																																																									
OG0010388																																																																																								GCF_001940505.1|WP_075687096.1																																																									
OG0010389																																																																																								GCF_001940505.1|WP_075687099.1																																																									
OG0010390																																																																																								GCF_001940505.1|WP_075687101.1																																																									
OG0010391																																																																																								GCF_001940505.1|WP_075687110.1																																																									
OG0010392																																																																																								GCF_001940505.1|WP_075687115.1																																																									
OG0010393																																																																																								GCF_001940505.1|WP_075687127.1																																																									
OG0010394																																																																																								GCF_001940505.1|WP_075687141.1																																																									
OG0010395																																																																																								GCF_001940505.1|WP_075687147.1																																																									
OG0010396																																																																																								GCF_001940505.1|WP_075687153.1																																																									
OG0010397																																																																																								GCF_001940505.1|WP_075687182.1																																																									
OG0010398																																																																																								GCF_001940505.1|WP_075687204.1																																																									
OG0010399																																																																																								GCF_001940505.1|WP_075687209.1																																																									
OG0010400																																																																																								GCF_001940505.1|WP_080497473.1																																																									
OG0010401																																																																																								GCF_001940505.1|WP_080497491.1																																																									
OG0010402																																																																																								GCF_001940505.1|WP_080497507.1																																																									
OG0010403																																																																																								GCF_001940505.1|WP_080497540.1																																																									
OG0010404																																																																																								GCF_001940505.1|WP_080497541.1																																																									
OG0010405																																																																																								GCF_001940505.1|WP_080497542.1																																																									
OG0010406																																																																																								GCF_001940505.1|WP_080497543.1																																																									
OG0010407																																																																																								GCF_001940505.1|WP_080497546.1																																																									
OG0010408																																																																																								GCF_001940505.1|WP_080497549.1																																																									
OG0010409																																																																																								GCF_001940505.1|WP_080497550.1																																																									
OG0010410																																																																																								GCF_001940505.1|WP_080497554.1																																																									
OG0010411																																																																																								GCF_001940505.1|WP_080497555.1																																																									
OG0010412																																																																																									GCF_001975745.1|WP_076740824.1																																																								
OG0010413																																																																																									GCF_001975745.1|WP_076741004.1																																																								
OG0010414																																																																																									GCF_001975745.1|WP_076741047.1																																																								
OG0010415																																																																																									GCF_001975745.1|WP_080497824.1																																																								
OG0010416																																																																																									GCF_001975745.1|WP_080497856.1																																																								
OG0010417																																																																																										GCF_002007925.1|WP_079918808.1																																																							
OG0010418																																																																																										GCF_002007925.1|WP_084826294.1																																																							
OG0010419																																																																																										GCF_002007925.1|WP_084826721.1																																																							
OG0010420																																																																																										GCF_002007925.1|WP_084827128.1																																																							
OG0010421																																																																																										GCF_002007925.1|WP_084827403.1																																																							
OG0010422																																																																																										GCF_002007925.1|WP_084827404.1																																																							
OG0010423																																																																																										GCF_002007925.1|WP_084827844.1																																																							
OG0010424																																																																																										GCF_002007925.1|WP_084827851.1																																																							
OG0010425																																																																																										GCF_002007925.1|WP_084827852.1																																																							
OG0010426																																																																																											GCF_002029205.1|WP_025693469.1																																																						
OG0010427																																																																																											GCF_002029205.1|WP_032699289.1																																																						
OG0010428																																																																																											GCF_002029205.1|WP_050500304.1																																																						
OG0010429																																																																																											GCF_002029205.1|WP_079450834.1																																																						
OG0010430																																																																																											GCF_002029205.1|WP_079450836.1																																																						
OG0010431																																																																																											GCF_002029205.1|WP_079450839.1																																																						
OG0010432																																																																																											GCF_002029205.1|WP_079450840.1																																																						
OG0010433																																																																																											GCF_002029205.1|WP_079450841.1																																																						
OG0010434																																																																																											GCF_002029205.1|WP_079450843.1																																																						
OG0010435																																																																																											GCF_002029205.1|WP_079450845.1																																																						
OG0010436																																																																																											GCF_002029205.1|WP_079451123.1																																																						
OG0010437																																																																																											GCF_002029205.1|WP_079451124.1																																																						
OG0010438																																																																																											GCF_002029205.1|WP_079451125.1																																																						
OG0010439																																																																																											GCF_002029205.1|WP_079451166.1																																																						
OG0010440																																																																																											GCF_002029205.1|WP_079451190.1																																																						
OG0010441																																																																																											GCF_002029205.1|WP_079451194.1																																																						
OG0010442																																																																																											GCF_002029205.1|WP_079451195.1																																																						
OG0010443																																																																																											GCF_002029205.1|WP_079451196.1																																																						
OG0010444																																																																																											GCF_002029205.1|WP_079451197.1																																																						
OG0010445																																																																																											GCF_002029205.1|WP_079451198.1																																																						
OG0010446																																																																																											GCF_002029205.1|WP_079451199.1																																																						
OG0010447																																																																																											GCF_002029205.1|WP_079451200.1																																																						
OG0010448																																																																																											GCF_002029205.1|WP_079451202.1																																																						
OG0010449																																																																																											GCF_002029205.1|WP_079451222.1																																																						
OG0010450																																																																																											GCF_002029205.1|WP_079451382.1																																																						
OG0010451																																																																																											GCF_002029205.1|WP_079451383.1																																																						
OG0010452																																																																																											GCF_002029205.1|WP_079451406.1																																																						
OG0010453																																																																																											GCF_002029205.1|WP_079451573.1																																																						
OG0010454																																																																																											GCF_002029205.1|WP_079451574.1																																																						
OG0010455																																																																																											GCF_002029205.1|WP_079451650.1																																																						
OG0010456																																																																																											GCF_002029205.1|WP_079451676.1																																																						
OG0010457																																																																																											GCF_002029205.1|WP_079451711.1																																																						
OG0010458																																																																																											GCF_002029205.1|WP_079451713.1																																																						
OG0010459																																																																																											GCF_002029205.1|WP_079451715.1																																																						
OG0010460																																																																																											GCF_002029205.1|WP_079451717.1																																																						
OG0010461																																																																																											GCF_002029205.1|WP_079452227.1																																																						
OG0010462																																																																																											GCF_002029205.1|WP_079452328.1																																																						
OG0010463																																																																																											GCF_002029205.1|WP_079452345.1																																																						
OG0010464																																																																																											GCF_002029205.1|WP_079452346.1																																																						
OG0010465																																																																																											GCF_002029205.1|WP_079452351.1																																																						
OG0010466																																																																																											GCF_002029205.1|WP_079452354.1																																																						
OG0010467																																																																																											GCF_002029205.1|WP_079452359.1																																																						
OG0010468																																																																																											GCF_002029205.1|WP_079452360.1																																																						
OG0010469																																																																																											GCF_002029205.1|WP_079452379.1																																																						
OG0010470																																																																																												GCF_002029225.1|WP_029593079.1																																																					
OG0010471																																																																																												GCF_002029225.1|WP_079449456.1																																																					
OG0010472																																																																																												GCF_002029225.1|WP_079449947.1																																																					
OG0010473																																																																																												GCF_002029225.1|WP_079450010.1																																																					
OG0010474																																																																																												GCF_002029225.1|WP_079450011.1																																																					
OG0010475																																																																																												GCF_002029225.1|WP_079450027.1																																																					
OG0010476																																																																																												GCF_002029225.1|WP_079450207.1																																																					
OG0010477																																																																																												GCF_002029225.1|WP_079450246.1																																																					
OG0010478																																																																																												GCF_002029225.1|WP_079450601.1																																																					
OG0010479																																																																																												GCF_002029225.1|WP_079450602.1																																																					
OG0010480																																																																																												GCF_002029225.1|WP_079450627.1																																																					
OG0010481																																																																																												GCF_002029225.1|WP_079450645.1																																																					
OG0010482																																																																																												GCF_002029225.1|WP_079450684.1																																																					
OG0010483																																																																																												GCF_002029225.1|WP_079450688.1																																																					
OG0010484																																																																																												GCF_002029225.1|WP_079450689.1																																																					
OG0010485																																																																																												GCF_002029225.1|WP_079450691.1																																																					
OG0010486																																																																																												GCF_002029225.1|WP_079450692.1																																																					
OG0010487																																																																																												GCF_002029225.1|WP_079450695.1																																																					
OG0010488																																																																																												GCF_002029225.1|WP_079450696.1																																																					
OG0010489																																																																																												GCF_002029225.1|WP_079450697.1																																																					
OG0010490																																																																																												GCF_002029225.1|WP_079450698.1																																																					
OG0010491																																																																																												GCF_002029225.1|WP_079450699.1																																																					
OG0010492																																																																																												GCF_002029225.1|WP_079450700.1																																																					
OG0010493																																																																																												GCF_002029225.1|WP_079450701.1																																																					
OG0010494																																																																																												GCF_002029225.1|WP_079450702.1																																																					
OG0010495																																																																																												GCF_002029225.1|WP_079450703.1																																																					
OG0010496																																																																																												GCF_002029225.1|WP_079450704.1																																																					
OG0010497																																																																																												GCF_002029225.1|WP_079450707.1																																																					
OG0010498																																																																																												GCF_002029225.1|WP_079450709.1																																																					
