	GCA_002899375.1_ASM289937v1_protein	GCA_002899415.1_ASM289941v1_protein	GCF_000264275.1_ASM26427v1_protein	GCF_000292365.1_ASM29236v1_protein	GCF_000336425.1_ASM33642v1_protein	GCF_000342205.1_SerMar_1.0_protein	GCF_000418815.1_S_marcescensMC620-1.0_protein	GCF_000418835.1_S_marcescensMC6001-1.0_protein	GCF_000418855.2_S_marcescensMC6000-1.0_protein	GCF_000418875.1_S_marcescensMC460-1.0_protein	GCF_000418895.1_S_marcescensMC459-1.0_protein	GCF_000418915.1_S_marcescensMC458-1.0_protein	GCF_000418935.1_S_marcescensAB42556419-isolate1-1.0_protein	GCF_000442375.1_S.marcescens_LCT-SM262_protein	GCF_000442455.1_S.marcescens_LCT-SM166_protein	GCF_000465615.2_GS_De_Novo_Assembly_protein	GCF_000513215.1_DB11_protein	GCF_000521905.1_Serr_marc_BIDMC_50_V1_protein	GCF_000521925.1_Serr_marc_BIDMC_44_V1_protein	GCF_000633335.1_de_novo_protein	GCF_000633555.1_de_novo_protein	GCF_000633695.1_Serr_marc_BIDMC_81_V1_protein	GCF_000633715.1_Serr_marc_BIDMC_80_V1_protein	GCF_000695485.1_smgenome_protein	GCF_000734475.1_ASM73447v1_protein	GCF_000735445.1_GSMA_DRAFTv1_protein	GCF_000738535.1_ASM73853v1_protein	GCF_000739215.1_ASM73921v1_protein	GCF_000743395.1_SAS_1_protein	GCF_000751195.1_Serratia_assembly_protein	GCF_000783615.1_ASM78361v2_protein	GCF_000783915.2_ASM78391v2_protein	GCF_000783975.2_ASM78397v2_protein	GCF_000805875.1_SmRM66262_v1.0_protein	GCF_000828775.1_ASM82877v1_protein	GCF_001007555.1_2015-04-28_protein	GCF_001022215.1_ASM102221v1_protein	GCF_001030265.1_Serr_marc_BWH57_V1_protein	GCF_001034395.1_Serr_marc_UCI87_V1_protein	GCF_001034405.1_Serr_marc_UCI88_V1_protein	GCF_001051865.1_ASM105186v1_protein	GCF_001060335.1_ASM106033v1_protein	GCF_001060585.1_ASM106058v1_protein	GCF_001060625.1_ASM106062v1_protein	GCF_001060655.1_ASM106065v1_protein	GCF_001061145.1_ASM106114v1_protein	GCF_001061195.1_ASM106119v1_protein	GCF_001061225.1_ASM106122v1_protein	GCF_001062235.1_ASM106223v1_protein	GCF_001062285.1_ASM106228v1_protein	GCF_001063125.1_ASM106312v1_protein	GCF_001063145.1_ASM106314v1_protein	GCF_001063175.1_ASM106317v1_protein	GCF_001063325.1_ASM106332v1_protein	GCF_001063375.1_ASM106337v1_protein	GCF_001064335.1_ASM106433v1_protein	GCF_001064345.1_ASM106434v1_protein	GCF_001064455.1_ASM106445v1_protein	GCF_001064715.1_ASM106471v1_protein	GCF_001064725.1_ASM106472v1_protein	GCF_001064835.1_ASM106483v1_protein	GCF_001064855.1_ASM106485v1_protein	GCF_001064975.1_ASM106497v1_protein	GCF_001065325.1_ASM106532v1_protein	GCF_001065405.1_ASM106540v1_protein	GCF_001065845.1_ASM106584v1_protein	GCF_001065935.1_ASM106593v1_protein	GCF_001066015.1_ASM106601v1_protein	GCF_001066945.1_ASM106694v1_protein	GCF_001067015.1_ASM106701v1_protein	GCF_001067375.1_ASM106737v1_protein	GCF_001068085.1_ASM106808v1_protein	GCF_001076625.1_ASM107662v1_protein	GCF_001280365.1_ASM128036v1_protein	GCF_001294565.1_ASM129456v1_protein	GCF_001317205.2_56_S29v.02_protein	GCF_001317425.2_59_S30v.02_protein	GCF_001417865.2_ASM141786v2_protein	GCF_001643155.1_ASM164315v1_protein	GCF_001853455.1_ASM185345v1_protein	GCF_001853495.1_ASM185349v1_protein	GCF_001889685.1_ASM188968v1_protein	GCF_001902635.1_ASM190263v1_protein	GCF_001908015.1_ASM190801v1_protein	GCF_001908035.1_ASM190803v1_protein	GCF_001909165.1_ASM190916v1_protein	GCF_001932655.1_ASM193265v1_protein	GCF_001940505.1_ASM194050v1_protein	GCF_001975745.1_ASM197574v1_protein	GCF_002007925.1_ASM200792v2_protein	GCF_002029205.1_ASM202920v1_protein	GCF_002029225.1_ASM202922v1_protein	GCF_002094145.1_ASM209414v1_protein	GCF_002104095.1_ASM210409v1_protein	GCF_002104105.1_ASM210410v1_protein	GCF_002104115.1_ASM210411v1_protein	GCF_002108655.1_ASM210865v1_protein	GCF_002118055.1_ASM211805v1_protein	GCF_002152845.1_ASM215284v1_protein	GCF_002153355.1_ASM215335v1_protein	GCF_002205475.1_ASM220547v1_protein	GCF_002220515.1_ASM222051v1_protein	GCF_002220535.1_ASM222053v1_protein	GCF_002220555.1_ASM222055v1_protein	GCF_002220575.1_ASM222057v1_protein	GCF_002220595.1_ASM222059v1_protein	GCF_002220615.1_ASM222061v1_protein	GCF_002220635.1_ASM222063v1_protein	GCF_002220655.1_ASM222065v1_protein	GCF_002220675.1_ASM222067v1_protein	GCF_002220695.1_ASM222069v1_protein	GCF_002220715.1_ASM222071v1_protein	GCF_002250685.1_ASM225068v1_protein	GCF_002264105.1_ASM226410v1_protein	GCF_002264175.1_ASM226417v1_protein	GCF_002264285.1_ASM226428v1_protein	GCF_002265665.1_ASM226566v1_protein	GCF_002592035.1_ASM259203v1_protein	GCF_002738105.1_ASM273810v1_protein	GCF_002738145.1_ASM273814v1_protein	GCF_002738155.1_ASM273815v1_protein	GCF_002738185.1_ASM273818v1_protein	GCF_002762595.1_ASM276259v1_protein	GCF_002810285.1_ASM281028v1_protein	GCF_002886905.1_ASM288690v1_protein	GCF_002887105.1_ASM288710v1_protein	GCF_002899335.1_ASM289933v1_protein	GCF_002899355.1_ASM289935v1_protein	GCF_002899365.1_ASM289936v1_protein	GCF_002915435.1_ASM291543v1_protein	GCF_002915445.1_ASM291544v1_protein	GCF_002915475.1_ASM291547v1_protein	GCF_002920335.1_ASM292033v1_protein	GCF_002920345.1_ASM292034v1_protein	GCF_002920375.1_ASM292037v1_protein	GCF_002920385.1_ASM292038v1_protein	GCF_002920415.1_ASM292041v1_protein	GCF_002920435.1_ASM292043v1_protein	GCF_002920455.1_ASM292045v1_protein	GCF_002920475.1_ASM292047v1_protein	GCF_002920485.1_ASM292048v1_protein	GCF_002920515.1_ASM292051v1_protein	GCF_002947235.1_ASM294723v1_protein	GCF_900029885.1_Sm_SMB2099_protein	GCF_900108835.1_SM1978_protein
GCF_001064345.1_ASM106434v1_protein	4039	4287	4221	4200	4369	4461	4108	4106	4106	4099	4111	4111	4105	3851	4220	4346	4230	4199	4149	4210	4211	4219	4157	4227	4110	4251	4247	4155	4259	4247	4276	4148	4243	3983	4161	4212	4125	4090	4287	4141	4258	4096	4164	4227	4224	4279	4167	4162	4288	4176	4642	4641	4640	4216	4236	4640	4644	4627	4239	4217	4233	4234	4237	4297	4244	4113	4123	4083	4140	4147	4173	4087	4636	4250	4166	4147	4157	4323	4222	4283	4283	3931	3967	4120	4021	4225	4287	4412	4390	3769	4247	4256	4348	4129	4128	4129	4342	4116	4161	4133	4310	4248	4269	4112	4249	4247	4239	4236	4172	4235	4247	4264	4131	4159	4158	4163	4066	4324	4118	4110	4048	4096	4120	4117	4136	4131	4334	4236	4254	4200	4306	4306	4126	4135	4118	4139	4141	4119	4181	4119	4141	4124	4151	4117	4079
GCF_001064455.1_ASM106445v1_protein	4039	4287	4221	4200	4369	4459	4108	4106	4106	4099	4111	4111	4105	3851	4221	4344	4230	4201	4148	4210	4211	4217	4157	4228	4108	4251	4247	4154	4259	4247	4276	4146	4244	3983	4160	4213	4125	4087	4288	4141	4259	4097	4164	4227	4223	4280	4166	4162	4288	4176	4630	4629	4628	4216	4236	4628	4627	4633	4239	4217	4233	4234	4237	4297	4241	4112	4123	4085	4141	4147	4172	4089	4622	4250	4164	4146	4155	4322	4222	4285	4285	3929	3969	4118	4021	4226	4289	4410	4389	3770	4248	4255	4347	4130	4129	4130	4343	4115	4160	4133	4309	4248	4269	4112	4249	4248	4241	4238	4171	4234	4248	4265	4131	4158	4157	4162	4063	4323	4116	4110	4050	4095	4119	4117	4135	4130	4334	4237	4255	4202	4305	4305	4125	4134	4118	4138	4140	4119	4180	4119	4140	4122	4149	4116	4078
GCF_001064715.1_ASM106471v1_protein	3963	4172	4255	4150	4214	4265	4098	4097	4098	4092	4102	4103	4098	3886	4253	4208	4386	4175	4182	4162	4162	4158	4223	4261	4099	4283	4440	4152	4291	4281	4234	4152	4201	4022	4167	4124	4160	4078	4266	4162	4405	4170	4152	4408	4406	4210	4153	4149	4219	4163	4243	4243	4241	4671	4694	4241	4239	4239	4699	4673	4688	4691	4695	4295	4166	4118	4129	4146	4205	4206	4235	4069	4238	4179	4155	4160	4166	4294	4233	4196	4197	3882	3939	4142	4089	4135	4201	4216	4242	3749	4330	4299	4234	4132	4132	4134	4266	4113	4144	4176	4170	4226	4290	4151	4472	4409	4395	4237	4175	4149	4471	4201	4138	4151	4148	4156	3934	4232	4108	4186	3991	4134	4099	4192	4131	4130	4250	4239	4286	4227	4245	4245	4159	4153	4160	4153	4156	4160	4182	4160	4154	4151	4229	4143	4067
GCF_001064725.1_ASM106472v1_protein	3944	4152	4236	4131	4192	4245	4087	4083	4084	4079	4090	4090	4083	3865	4233	4186	4365	4157	4165	4144	4143	4141	4206	4242	4083	4263	4419	4135	4271	4261	4218	4135	4184	4007	4150	4109	4148	4064	4246	4145	4384	4157	4141	4393	4391	4194	4141	4135	4198	4146	4222	4222	4220	4659	4671	4220	4217	4217	4673	4681	4673	4670	4678	4276	4147	4106	4114	4133	4193	4194	4219	4055	4217	4161	4138	4146	4151	4273	4214	4180	4181	3870	3923	4125	4072	4118	4185	4196	4221	3735	4310	4278	4214	4115	4115	4118	4245	4096	4126	4160	4148	4208	4271	4134	4451	4389	4374	4220	4158	4131	4450	4183	4126	4134	4131	4139	3915	4213	4094	4170	3978	4118	4080	4176	4119	4116	4228	4219	4266	4209	4227	4227	4143	4137	4144	4137	4140	4144	4165	4144	4138	4134	4212	4126	4055
GCF_001064835.1_ASM106483v1_protein	3959	4168	4251	4146	4209	4259	4097	4096	4095	4092	4102	4100	4095	3882	4249	4202	4381	4170	4178	4159	4158	4155	4219	4258	4095	4280	4434	4148	4288	4278	4230	4149	4197	4019	4163	4120	4160	4076	4262	4158	4400	4166	4149	4404	4402	4207	4150	4146	4214	4159	4238	4238	4236	4669	4685	4237	4233	4233	4688	4673	4694	4683	4693	4291	4163	4114	4125	4142	4200	4203	4232	4065	4233	4174	4151	4158	4163	4290	4229	4192	4193	3879	3935	4138	4086	4131	4197	4211	4237	3746	4327	4295	4231	4128	4128	4131	4261	4109	4140	4172	4165	4222	4286	4147	4468	4404	4391	4233	4171	4145	4467	4197	4137	4147	4144	4152	3931	4229	4107	4183	3991	4131	4093	4189	4131	4128	4244	4234	4283	4222	4241	4241	4156	4150	4157	4150	4153	4157	4179	4157	4151	4147	4226	4139	4067
GCF_001064855.1_ASM106485v1_protein	3959	4169	4252	4146	4209	4260	4094	4093	4094	4088	4098	4099	4094	3884	4250	4203	4382	4172	4180	4158	4158	4155	4220	4258	4096	4279	4437	4149	4287	4277	4231	4149	4198	4019	4164	4122	4156	4074	4262	4159	4401	4167	4150	4404	4402	4206	4150	4146	4214	4161	4238	4238	4236	4669	4692	4236	4234	4234	4691	4670	4683	4695	4692	4291	4161	4113	4124	4142	4201	4203	4232	4065	4233	4177	4152	4156	4162	4290	4230	4192	4193	3880	3935	4139	4085	4131	4197	4212	4237	3746	4325	4295	4230	4129	4129	4131	4262	4109	4141	4174	4165	4223	4287	4148	4468	4406	4391	4234	4173	4146	4467	4199	4134	4148	4145	4153	3930	4228	4105	4183	3989	4131	4093	4189	4127	4126	4245	4235	4282	4223	4242	4242	4156	4150	4157	4150	4153	4157	4179	4157	4151	4148	4226	4140	4063
GCF_001064975.1_ASM106497v1_protein	3961	4172	4256	4149	4212	4263	4102	4101	4099	4096	4106	4104	4099	3888	4254	4206	4385	4174	4182	4161	4161	4157	4222	4262	4098	4284	4439	4151	4292	4282	4235	4151	4200	4021	4166	4123	4164	4081	4265	4161	4405	4171	4151	4407	4406	4209	4152	4148	4217	4162	4241	4241	4239	4677	4695	4240	4237	4237	4695	4678	4693	4692	4706	4295	4165	4117	4128	4144	4203	4205	4235	4068	4236	4178	4154	4164	4169	4293	4233	4196	4197	3881	3937	4141	4088	4134	4201	4214	4240	3750	4331	4300	4233	4131	4131	4133	4266	4114	4143	4177	4168	4225	4291	4150	4472	4407	4395	4238	4175	4148	4471	4200	4141	4150	4147	4155	3932	4231	4110	4186	3993	4133	4096	4192	4135	4132	4248	4237	4287	4226	4246	4246	4159	4153	4160	4153	4156	4160	4181	4160	4154	4150	4229	4142	4071
GCF_001065325.1_ASM106532v1_protein	3994	4245	4342	4128	4291	4259	4052	4050	4053	4045	4055	4057	4050	3974	4342	4262	4248	4139	4211	4139	4139	4159	4233	4348	4075	4347	4295	4176	4355	4343	4233	4099	4177	3976	4146	4129	4082	4036	4300	4170	4268	4112	4148	4229	4225	4263	4149	4145	4272	4158	4301	4301	4299	4274	4293	4299	4297	4297	4295	4276	4291	4291	4295	4639	4178	4058	4069	4045	4097	4103	4190	4075	4297	4162	4162	4066	4075	4317	4243	4190	4190	3874	3940	4089	4010	4096	4194	4304	4308	3730	4406	4422	4291	4147	4146	4148	4310	4070	4173	4170	4200	4209	4354	4109	4296	4245	4220	4233	4177	4188	4296	4189	4058	4117	4122	4127	3986	4271	4081	4107	3985	4096	4109	4112	4080	4078	4282	4222	4348	4187	4281	4281	4138	4133	4118	4137	4139	4118	4159	4118	4139	4122	4173	4155	4033
GCF_001065405.1_ASM106540v1_protein	3975	4192	4167	4148	4324	4265	4139	4138	4137	4130	4143	4141	4135	3805	4163	4298	4161	4127	4100	4159	4159	4114	4088	4172	4020	4163	4198	4060	4171	4158	4172	4087	4166	3939	4067	4152	4170	4033	4254	4080	4181	4039	4059	4173	4171	4225	4062	4058	4236	4071	4246	4246	4245	4146	4163	4245	4244	4241	4166	4147	4163	4161	4165	4178	4564	4087	4098	4047	4102	4079	4076	4013	4242	4138	4071	4087	4093	4250	4136	4158	4158	3838	3882	4087	3970	4116	4163	4294	4306	3686	4173	4176	4236	4062	4061	4064	4278	4062	4055	4075	4268	4144	4166	4069	4197	4152	4193	4178	4096	4104	4195	4191	4089	4113	4089	4096	4022	4238	4042	4112	3998	4093	4079	4119	4159	4175	4258	4181	4168	4130	4244	4244	4066	4080	4085	4081	4083	4085	4069	4085	4082	4070	4077	4049	4044
GCF_001065845.1_ASM106584v1_protein	3809	4077	4028	4133	4137	4134	4579	4624	4622	4615	4630	4628	4618	3679	4027	4111	4093	4067	4054	4145	4146	4063	4075	4035	3980	4053	4088	4053	4060	4050	4202	4071	4078	3915	4113	4135	4548	4421	4112	4069	4076	4127	4040	4071	4069	4106	4041	4034	4113	4045	4121	4118	4116	4100	4115	4115	4113	4112	4118	4106	4114	4113	4117	4058	4087	4922	4914	4038	4092	4076	4097	4085	4112	4068	4084	4526	4547	4193	4150	4269	4269	3837	3950	4044	3934	4122	4274	4148	4150	3695	4084	4057	4142	4067	4065	4068	4135	4424	4054	4033	4069	4107	4042	4023	4083	4084	4070	4212	4109	4125	4083	4112	4390	4181	4143	4181	3843	4132	4076	4087	3988	4078	3912	4093	4464	4458	4080	4119	4057	4090	4125	4125	4072	4041	4062	4041	4043	4062	4095	4063	4042	4029	4082	4023	4425
GCF_001065935.1_ASM106593v1_protein	3818	4088	4038	4146	4149	4145	4593	4638	4634	4629	4644	4642	4632	3687	4037	4123	4103	4079	4064	4158	4159	4075	4085	4045	3990	4065	4098	4063	4072	4062	4215	4083	4088	3925	4126	4148	4562	4435	4123	4078	4087	4136	4045	4076	4074	4114	4045	4042	4123	4053	4131	4128	4126	4109	4126	4125	4123	4123	4129	4114	4125	4124	4128	4069	4098	4914	4939	4046	4100	4084	4106	4091	4122	4080	4095	4539	4561	4204	4160	4280	4280	3845	3962	4056	3946	4135	4285	4160	4161	3705	4095	4068	4153	4076	4074	4077	4147	4441	4065	4043	4080	4118	4052	4034	4094	4095	4081	4224	4121	4137	4094	4123	4402	4194	4157	4196	3853	4143	4091	4098	3997	4092	3924	4104	4478	4472	4091	4129	4069	4104	4136	4136	4083	4051	4074	4051	4053	4074	4107	4075	4052	4039	4094	4034	4436
GCF_001066015.1_ASM106601v1_protein	3819	4000	4063	4030	4058	4102	4030	4042	4045	4037	4049	4055	4046	3707	4062	4037	4077	4051	4219	4042	4041	4076	4262	4072	4187	4059	4154	4234	4064	4053	4140	4235	4099	4114	4277	4105	4121	3993	4051	4254	4101	4001	4289	4084	4082	4068	4291	4282	4075	4292	4090	4087	4086	4124	4143	4086	4083	4085	4146	4133	4142	4142	4144	4045	4047	4038	4046	4570	4559	4455	4286	3970	4082	4088	4245	4129	4131	4120	4118	4162	4162	3779	3858	4247	4151	4005	4165	4055	4071	3637	4091	4069	4107	4212	4211	4215	4112	4038	4238	4196	4011	4078	4063	4235	4114	4079	4140	4148	4270	4051	4113	4132	4089	4289	4250	4259	3776	4110	4224	4268	3932	4236	3901	4272	4091	4089	4098	4113	4059	4055	4051	4051	4267	4256	4260	4256	4258	4262	4277	4261	4257	4268	4280	4242	4025
GCF_001066945.1_ASM106694v1_protein	3870	4053	4116	4085	4113	4160	4084	4097	4101	4091	4103	4109	4101	3760	4115	4090	4135	4104	4279	4097	4096	4127	4321	4125	4246	4111	4207	4291	4116	4105	4198	4295	4153	4176	4336	4161	4174	4044	4105	4312	4154	4052	4353	4139	4136	4121	4353	4346	4128	4355	4147	4144	4143	4184	4202	4142	4140	4141	4205	4193	4200	4201	4203	4097	4102	4092	4100	4559	4644	4530	4344	4019	4138	4142	4307	4181	4185	4174	4177	4220	4220	3824	3908	4309	4209	4056	4224	4110	4125	3689	4146	4122	4161	4271	4270	4273	4165	4090	4293	4255	4063	4132	4117	4294	4170	4134	4197	4202	4328	4104	4169	4185	4142	4347	4309	4319	3827	4165	4282	4330	3983	4298	3951	4334	4143	4141	4151	4168	4111	4107	4104	4104	4327	4314	4320	4315	4317	4322	4334	4321	4316	4327	4338	4301	4080
GCF_001067015.1_ASM106701v1_protein	3872	4060	4122	4091	4122	4157	4064	4063	4067	4058	4067	4071	4063	3762	4121	4099	4137	4108	4289	4103	4102	4135	4327	4131	4255	4117	4157	4302	4123	4112	4203	4304	4161	4187	4335	4124	4140	4029	4111	4323	4157	4056	4358	4140	4137	4107	4361	4354	4113	4366	4153	4151	4150	4186	4204	4150	4147	4147	4206	4194	4203	4203	4205	4103	4079	4076	4084	4455	4530	4551	4354	4022	4146	4146	4314	4162	4164	4178	4179	4217	4217	3817	3918	4316	4222	4057	4221	4118	4135	3690	4148	4122	4170	4282	4281	4285	4171	4071	4305	4263	4072	4134	4127	4304	4168	4138	4161	4167	4339	4110	4167	4150	4145	4306	4299	4308	3832	4174	4268	4302	3949	4269	3949	4306	4112	4110	4157	4173	4118	4110	4111	4111	4338	4325	4330	4326	4329	4332	4349	4331	4328	4338	4350	4314	4062
GCF_001067375.1_ASM106737v1_protein	3897	4090	4100	4154	4168	4170	4066	4067	4069	4063	4073	4071	4067	3744	4100	4132	4149	4131	4326	4166	4167	4147	4440	4110	4327	4141	4202	4335	4148	4137	4287	4340	4186	4165	4401	4201	4193	4092	4179	4398	4173	4249	4408	4135	4132	4124	4410	4404	4132	4416	4181	4177	4176	4213	4234	4175	4173	4172	4235	4219	4232	4232	4235	4190	4076	4097	4106	4286	4344	4354	4962	4103	4172	4147	4376	4194	4247	4272	4258	4340	4340	3895	3963	4354	4236	4098	4343	4220	4220	3778	4237	4207	4243	4345	4344	4348	4279	4166	4319	4334	4070	4209	4193	4289	4200	4163	4141	4265	4430	4183	4199	4194	4144	4358	4358	4352	3869	4218	4340	4362	4075	4350	4008	4367	4147	4143	4181	4240	4142	4211	4133	4133	4372	4362	4347	4365	4368	4350	4684	4349	4368	4350	4770	4360	4132
GCF_001068085.1_ASM106808v1_protein	3813	4017	4012	4100	4083	4059	4065	4062	4063	4056	4069	4069	4061	3658	4009	4070	4068	4026	4025	4109	4108	4024	4070	4020	4018	4070	4082	4052	4079	4069	4155	4053	4036	3907	4047	4042	4060	4061	4040	4076	4116	4269	4070	4070	4067	4042	4071	4064	4047	4075	4092	4092	4090	4049	4067	4090	4087	4089	4069	4055	4065	4065	4068	4075	4013	4085	4091	3970	4019	4022	4103	4467	4088	4022	4065	4048	4052	4057	4116	4183	4183	3803	3971	4034	3942	4091	4186	4106	4098	3667	4049	4057	4075	4060	4059	4062	4084	4040	4045	4026	4006	4036	4065	4034	4078	4060	4065	4151	4079	4007	4077	4050	4035	4071	4080	4081	3806	4058	4063	4056	3875	4015	3864	4060	4084	4081	4079	4048	4075	4012	4036	4036	4052	4075	4035	4079	4082	4035	4085	4035	4081	4035	4069	4034	4015
GCF_001076625.1_ASM107662v1_protein	4040	4287	4221	4199	4369	4458	4106	4104	4105	4098	4110	4110	4104	3851	4219	4344	4229	4199	4146	4210	4210	4218	4154	4228	4107	4250	4247	4153	4258	4246	4275	4146	4245	3982	4159	4213	4125	4087	4287	4140	4257	4096	4163	4226	4223	4279	4166	4161	4288	4174	4639	4638	4637	4216	4235	4638	4636	4622	4238	4217	4233	4233	4236	4297	4242	4112	4122	4082	4138	4146	4172	4088	4639	4250	4163	4146	4156	4322	4222	4282	4282	3930	3969	4116	4019	4226	4286	4409	4390	3768	4248	4256	4348	4126	4125	4128	4342	4116	4160	4131	4308	4247	4268	4110	4248	4247	4238	4234	4170	4235	4246	4263	4131	4156	4155	4160	4067	4324	4116	4108	4047	4093	4121	4115	4137	4132	4334	4237	4253	4199	4307	4307	4123	4134	4116	4138	4140	4117	4181	4116	4140	4121	4151	4115	4080
GCF_001280365.1_ASM128036v1_protein	3926	4160	4144	4117	4192	4211	4051	4051	4049	4042	4054	4054	4048	3779	4141	4185	4189	4428	4142	4127	4127	4347	4145	4152	4091	4148	4184	4143	4156	4147	4220	4153	4426	3992	4151	4277	4107	4031	4179	4141	4204	4019	4136	4163	4160	4171	4136	4133	4178	4146	4255	4254	4253	4159	4178	4253	4250	4250	4179	4161	4174	4177	4178	4162	4138	4068	4080	4088	4142	4146	4147	4022	4250	4570	4157	4122	4128	4211	4165	4226	4227	3991	3924	4133	4029	4161	4232	4231	4195	3741	4179	4168	4220	4115	4115	4118	4231	4085	4160	4086	4135	4467	4163	4121	4197	4208	4188	4218	4163	4336	4196	4444	4106	4147	4147	4152	3917	4217	4108	4132	4245	4094	3986	4139	4109	4107	4210	4446	4152	4435	4204	4204	4128	4143	4122	4145	4148	4122	4168	4122	4147	4121	4145	4108	4055
GCF_001294565.1_ASM129456v1_protein	3875	4103	4123	4147	4135	4156	4058	4057	4054	4049	4062	4060	4053	3772	4122	4107	4157	4131	4308	4157	4157	4114	4424	4130	4256	4116	4174	4434	4123	4112	4276	4355	4181	4248	4372	4180	4130	4014	4115	4419	4177	4061	4339	4149	4146	4119	4339	4338	4129	4352	4171	4169	4168	4135	4153	4168	4166	4164	4155	4138	4151	4152	4154	4162	4071	4084	4095	4245	4307	4314	4376	4065	4163	4157	4721	4129	4149	4207	4266	4309	4310	3867	3920	4279	4281	4071	4314	4174	4180	3737	4240	4156	4206	4388	4388	4390	4196	4063	4440	4280	4065	4171	4183	4400	4193	4180	4164	4234	4489	4153	4192	4185	4099	4364	4358	4364	3844	4211	4299	4276	4055	4377	3937	4282	4078	4077	4155	4179	4118	4168	4141	4142	4326	4320	4324	4320	4324	4326	4353	4325	4322	4291	4350	4336	4065
GCF_001317205.2_56_S29v.02_protein	3846	4084	4068	4206	4128	4200	4373	4437	4430	4430	4442	4441	4428	3702	4056	4114	4124	4124	4117	4203	4205	4143	4141	4064	4055	4088	4145	4099	4096	4088	4300	4156	4167	3992	4180	4207	4571	4423	4134	4121	4107	4119	4113	4102	4099	4120	4113	4110	4128	4124	4157	4151	4149	4143	4158	4148	4147	4146	4160	4146	4158	4156	4164	4066	4087	4526	4539	4129	4181	4162	4194	4048	4146	4122	4129	4991	4977	4228	4147	4348	4348	3875	3983	4126	4009	4127	4351	4138	4151	3764	4131	4104	4172	4106	4104	4106	4142	4587	4099	4109	4073	4159	4086	4092	4133	4108	4134	4269	4152	4149	4133	4175	4547	4256	4215	4258	3849	4176	4187	4220	4062	4260	3946	4225	4594	4583	4124	4167	4103	4148	4130	4130	4143	4119	4127	4119	4121	4128	4168	4128	4121	4124	4190	4099	4572
GCF_001317425.2_59_S30v.02_protein	3847	4087	4073	4217	4159	4206	4392	4455	4448	4446	4459	4460	4447	3707	4060	4116	4132	4126	4134	4214	4216	4145	4165	4067	4061	4088	4152	4104	4097	4087	4310	4165	4172	3994	4188	4238	4600	4438	4136	4151	4111	4141	4116	4110	4107	4123	4116	4113	4131	4127	4167	4161	4159	4148	4164	4158	4157	4155	4166	4151	4163	4162	4169	4075	4093	4547	4561	4131	4185	4164	4247	4052	4156	4128	4149	4977	5133	4270	4160	4384	4385	3887	3987	4138	4011	4135	4388	4151	4154	3775	4190	4108	4212	4114	4113	4115	4197	4616	4101	4110	4075	4167	4093	4094	4138	4129	4137	4309	4202	4175	4138	4217	4562	4271	4230	4271	3850	4208	4198	4229	4112	4276	3950	4234	4628	4591	4126	4200	4103	4158	4138	4138	4178	4121	4159	4121	4124	4160	4181	4160	4122	4127	4204	4102	4583
GCF_001417865.2_ASM141786v2_protein	4127	4320	4264	4238	4392	4354	4114	4139	4139	4132	4142	4149	4136	3899	4264	4320	4282	4182	4247	4249	4250	4219	4225	4273	4118	4294	4332	4134	4302	4291	4270	4176	4259	4014	4190	4241	4199	4090	4408	4175	4239	4167	4156	4227	4225	4361	4157	4153	4371	4168	4328	4327	4325	4272	4292	4325	4323	4322	4294	4273	4290	4290	4293	4317	4250	4193	4204	4120	4174	4178	4272	4057	4322	4211	4207	4228	4270	4898	4230	4329	4328	3932	3960	4137	4053	4155	4334	4362	4375	3741	4381	4362	4726	4149	4147	4149	4517	4174	4162	4195	4288	4279	4283	4141	4290	4247	4242	4280	4226	4213	4289	4276	4141	4212	4181	4206	4040	4688	4148	4179	4119	4179	4239	4189	4154	4148	4421	4312	4297	4251	4383	4383	4193	4145	4179	4146	4148	4179	4184	4179	4147	4147	4223	4158	4170
GCF_001643155.1_ASM164315v1_protein	3914	4164	4183	4171	4203	4216	4132	4136	4133	4128	4142	4138	4132	3819	4182	4187	4238	4152	4201	4183	4183	4120	4266	4193	4165	4213	4255	4254	4221	4209	4293	4231	4200	4059	4231	4142	4157	4068	4159	4257	4240	4150	4214	4228	4225	4181	4216	4212	4192	4225	4227	4226	4225	4211	4231	4225	4222	4222	4233	4214	4229	4230	4233	4243	4136	4150	4160	4118	4177	4179	4258	4116	4222	4165	4266	4147	4160	4230	4757	4328	4329	3843	3988	4174	4111	4127	4333	4246	4241	3800	4228	4232	4245	4225	4225	4227	4253	4121	4237	4163	4130	4163	4223	4184	4217	4250	4209	4319	4275	4117	4216	4220	4111	4253	4240	4242	3912	4240	4188	4186	4016	4204	3985	4190	4167	4165	4200	4203	4217	4150	4179	4179	4198	4235	4185	4238	4241	4186	4256	4185	4240	4171	4226	4216	4098
